<----Clip Here for Data----->
HGNC ID	Approved Name	Aliases	Name Aliases	Pubmed IDs
10388	ribosomal protein S15	RIG, MGC111130	"40S ribosomal protein S15", "homolog of rat insulinoma", "insulinoma protein"	2159154
10389	ribosomal protein S15a			9582194
16598	ribosomal protein S15a pseudogene 1	dJ872K7.6		19123937
19671	ribosomal protein S15a pseudogene 2			19123937
19674	ribosomal protein S15a pseudogene 3			19123937
23559	ribosomal protein S15a pseudogene 4			19123937
23743	ribosomal protein S15a pseudogene 5	Em:AC025947.3		19123937
35657	ribosomal protein S15a pseudogene 6			19123937
35648	ribosomal protein S15a pseudogene 7			19123937
36887	ribosomal protein S15a pseudogene 8			19123937
36164	ribosomal protein S15a pseudogene 9			19123937
37001	ribosomal protein S15a pseudogene 10			19123937
36707	ribosomal protein S15a pseudogene 11			19123937
36759	ribosomal protein S15a pseudogene 12			19123937
36774	ribosomal protein S15a pseudogene 13			19123937
36629	ribosomal protein S15a pseudogene 14			19123937
35640	ribosomal protein S15a pseudogene 15			19123937
36764	ribosomal protein S15a pseudogene 16			19123937
36888	ribosomal protein S15a pseudogene 17			19123937
36524	ribosomal protein S15a pseudogene 18			19123937
36603	ribosomal protein S15a pseudogene 19			19123937
36391	ribosomal protein S15a pseudogene 20			19123937
36142	ribosomal protein S15a pseudogene 21			19123937
36305	ribosomal protein S15a pseudogene 22			19123937
36718	ribosomal protein S15a pseudogene 23			19123937
36174	ribosomal protein S15a pseudogene 24			19123937
36848	ribosomal protein S15a pseudogene 25			19123937
36773	ribosomal protein S15a pseudogene 26			19123937
37011	ribosomal protein S15a pseudogene 27			19123937
36381	ribosomal protein S15a pseudogene 28			19123937
35981	ribosomal protein S15a pseudogene 29			19123937
35495	ribosomal protein S15a pseudogene 30			19123937
36960	ribosomal protein S15a pseudogene 31			19123937
35879	ribosomal protein S15a pseudogene 32			19123937
36178	ribosomal protein S15a pseudogene 33			19123937
35609	ribosomal protein S15a pseudogene 34			19123937
36768	ribosomal protein S15a pseudogene 35			19123937
36803	ribosomal protein S15a pseudogene 36			19123937
36173	ribosomal protein S15a pseudogene 37			19123937
36523	ribosomal protein S15a pseudogene 38			19123937
35800	ribosomal protein S15a pseudogene 39			19123937
36041	ribosomal protein S15a pseudogene 40			19123937
35725	ribosomal protein S15 pseudogene 1			19123937
36033	ribosomal protein S15 pseudogene 2			19123937
35563	ribosomal protein S15 pseudogene 3			19123937
35712	ribosomal protein S15 pseudogene 4			19123937
35536	ribosomal protein S15 pseudogene 5			19123937
36653	ribosomal protein S15 pseudogene 6			19123937
36623	ribosomal protein S15 pseudogene 7			19123937
35847	ribosomal protein S15 pseudogene 8			19123937
36440	ribosomal protein S15 pseudogene 9			19123937
10396	ribosomal protein S16		"40S ribosomal protein S16"	2016298, 9582194
36462	ribosomal protein S16 pseudogene 1			19123937
35928	ribosomal protein S16 pseudogene 2			19123937
35986	ribosomal protein S16 pseudogene 3			19123937
36502	ribosomal protein S16 pseudogene 4			19123937
36183	ribosomal protein S16 pseudogene 5			19123937
36741	ribosomal protein S16 pseudogene 6			19123937
36505	ribosomal protein S16 pseudogene 7			19123937
35608	ribosomal protein S16 pseudogene 8			19123937
35659	ribosomal protein S16 pseudogene 9			19123937
35739	ribosomal protein S16 pseudogene 10			19123937
10397	ribosomal protein S17	RPS17L1, RPS17L2, MGC72007		1577483, 7661859
13982	ribosomal protein S17 pseudogene 1	RPS17p, dJ994E9.1		19123937
10398	ribosomal protein S17 pseudogene 2			3459254, 3240863, 19123937
10399	ribosomal protein S17 pseudogene 3			19123937
21352	ribosomal protein S17 pseudogene 5	dJ753D5.2		19123937
36945	ribosomal protein S17 pseudogene 6			19123937
35796	ribosomal protein S17 pseudogene 7			19123937
36772	ribosomal protein S17 pseudogene 8			19123937
36160	ribosomal protein S17 pseudogene 9			19123937
36438	ribosomal protein S17 pseudogene 10			19123937
36132	ribosomal protein S17 pseudogene 11			19123937
35930	ribosomal protein S17 pseudogene 12			19123937
36664	ribosomal protein S17 pseudogene 13			19123937
35534	ribosomal protein S17 pseudogene 14			19123937
35931	ribosomal protein S17 pseudogene 15			19123937
36821	ribosomal protein S17 pseudogene 16			19123937
35647	ribosomal protein S17 pseudogene 17			19123937
10401	ribosomal protein S18	KE3, KE-3, HKE3		8441687, 9582194
16550	ribosomal protein S18 pseudogene 1	dJ1022P6.1		19123937
19801	ribosomal protein S18 pseudogene 2			19123937
36198	ribosomal protein S18 pseudogene 3			19123937
36952	ribosomal protein S18 pseudogene 4			19123937
36287	ribosomal protein S18 pseudogene 5			19123937
36028	ribosomal protein S18 pseudogene 6			19123937
35874	ribosomal protein S18 pseudogene 7			19123937
35956	ribosomal protein S18 pseudogene 8			19123937
36483	ribosomal protein S18 pseudogene 9			19123937
35566	ribosomal protein S18 pseudogene 10			19123937
36319	ribosomal protein S18 pseudogene 11			19123937
35967	ribosomal protein S18 pseudogene 12			19123937
36901	ribosomal protein S18 pseudogene 13			19123937
36386	ribosomal protein S18 pseudogene 14			19123937
10402	ribosomal protein S19	DBA	"Diamond-Blackfan anemia"	9582194
28749	ribosomal protein S19 binding protein 1	MGC52010, FLJ21770		16289379
16534	ribosomal protein S19 pseudogene 1	bA189K21.7		10753603, 19123937
17047	ribosomal protein S19 pseudogene 2			10753603, 19123937
23560	ribosomal protein S19 pseudogene 3			19123937
35778	ribosomal protein S19 pseudogene 4			19123937
35850	ribosomal protein S19 pseudogene 5			19123937
36217	ribosomal protein S19 pseudogene 6			19123937
35550	ribosomal protein S19 pseudogene 7			19123937
10405	ribosomal protein S20			9582194, 8479924
10408	ribosomal protein S20 pseudogene 1			19123937
14195	ribosomal protein S20 pseudogene 2			
10406	ribosomal protein S20 pseudogene 3			3459254, 19123937
10407	ribosomal protein S20 pseudogene 4			19123937
36367	ribosomal protein S20 pseudogene 5			19123937
35629	ribosomal protein S20 pseudogene 6			19123937
35911	ribosomal protein S20 pseudogene 7			19123937
35770	ribosomal protein S20 pseudogene 8			19123937
36472	ribosomal protein S20 pseudogene 9			19123937
36800	ribosomal protein S20 pseudogene 10			19123937
36084	ribosomal protein S20 pseudogene 11			19123937
36519	ribosomal protein S20 pseudogene 12			19123937
36071	ribosomal protein S20 pseudogene 13			19123937
36692	ribosomal protein S20 pseudogene 14			19123937
36340	ribosomal protein S20 pseudogene 15			19123937
35851	ribosomal protein S20 pseudogene 16			19123937
35822	ribosomal protein S20 pseudogene 17			19123937
36937	ribosomal protein S20 pseudogene 18			19123937
36503	ribosomal protein S20 pseudogene 19			19123937
36674	ribosomal protein S20 pseudogene 20			19123937
35993	ribosomal protein S20 pseudogene 21			19123937
36379	ribosomal protein S20 pseudogene 22			19123937
36146	ribosomal protein S20 pseudogene 23			19123937
36283	ribosomal protein S20 pseudogene 24			19123937
35866	ribosomal protein S20 pseudogene 25			19123937
36980	ribosomal protein S20 pseudogene 26			19123937
36154	ribosomal protein S20 pseudogene 27			19123937
36452	ribosomal protein S20 pseudogene 28			19123937
36237	ribosomal protein S20 pseudogene 29			19123937
36626	ribosomal protein S20 pseudogene 30			19123937
35767	ribosomal protein S20 pseudogene 31			19123937
36444	ribosomal protein S20 pseudogene 32			19123937
36725	ribosomal protein S20 pseudogene 33			19123937
36668	ribosomal protein S20 pseudogene 34			19123937
36929	ribosomal protein S20 pseudogene 35			19123937
10409	ribosomal protein S21		"8.2 kDa differentiation factor"	8332502, 9582194
36401	ribosomal protein S21 pseudogene 1			19123937
36191	ribosomal protein S21 pseudogene 2			19123937
36847	ribosomal protein S21 pseudogene 3			19123937
35922	ribosomal protein S21 pseudogene 4			19123937
36359	ribosomal protein S21 pseudogene 5			19123937
36317	ribosomal protein S21 pseudogene 6			19123937
35577	ribosomal protein S21 pseudogene 7			19123937
10410	ribosomal protein S23			9582194
16043	ribosomal protein S23 pseudogene 1			19123937
36568	ribosomal protein S23 pseudogene 2			19123937
35499	ribosomal protein S23 pseudogene 3			19123937
36633	ribosomal protein S23 pseudogene 4			19123937
35726	ribosomal protein S23 pseudogene 5			19123937
36511	ribosomal protein S23 pseudogene 6			19123937
35982	ribosomal protein S23 pseudogene 8			19123937
10411	ribosomal protein S24			9027498, 9582194
10412	ribosomal protein S24 pseudogene 1			
19791	ribosomal protein S24 pseudogene 2			19123937
19797	ribosomal protein S24 pseudogene 3			19123937
35852	ribosomal protein S24 pseudogene 4			19123937
36026	ribosomal protein S24 pseudogene 5			19123937
36240	ribosomal protein S24 pseudogene 6			19123937
35737	ribosomal protein S24 pseudogene 7			19123937
37016	ribosomal protein S24 pseudogene 8			19123937
35711	ribosomal protein S24 pseudogene 9			19123937
36554	ribosomal protein S24 pseudogene 10			19123937
36050	ribosomal protein S24 pseudogene 11			19123937
35623	ribosomal protein S24 pseudogene 12			19123937
36805	ribosomal protein S24 pseudogene 13			19123937
35744	ribosomal protein S24 pseudogene 14			19123937
35665	ribosomal protein S24 pseudogene 15			19123937
35542	ribosomal protein S24 pseudogene 16			19123937
36348	ribosomal protein S24 pseudogene 17			19123937
36745	ribosomal protein S24 pseudogene 18			19123937
35683	ribosomal protein S24 pseudogene 19			19123937
10413	ribosomal protein S25			1748303
34027	ribosomal protein S25 pseudogene 1			19123937
36701	ribosomal protein S25 pseudogene 2			19123937
36073	ribosomal protein S25 pseudogene 3			19123937
35669	ribosomal protein S25 pseudogene 4			19123937
35788	ribosomal protein S25 pseudogene 5			19123937
35532	ribosomal protein S25 pseudogene 6			19123937
36585	ribosomal protein S25 pseudogene 7			19123937
36075	ribosomal protein S25 pseudogene 8			19123937
36936	ribosomal protein S25 pseudogene 9			19123937
36078	ribosomal protein S25 pseudogene 10			19123937
10414	ribosomal protein S26		"40S ribosomal protein S26"	9582194, 8670309
10415	ribosomal protein S26 pseudogene 1			
23662	ribosomal protein S26 pseudogene 2	bA98O11.1		19123937
23411	ribosomal protein S26 pseudogene 3	bA338L20.1		10557312, 19123937
23775	ribosomal protein S26 pseudogene 4			19123937
23776	ribosomal protein S26 pseudogene 5			19123937
31090	ribosomal protein S26 pseudogene 6			19123937
20077	ribosomal protein S26 pseudogene 7	HsT24280		19123937
31329	ribosomal protein S26 pseudogene 8			19123937
31821	ribosomal protein S26 pseudogene 9			19123937
32201	ribosomal protein S26 pseudogene 10			19123937
31817	ribosomal protein S26 pseudogene 11	bA366E13.1		19123937
35487	ribosomal protein S26 pseudogene 12			19123937
35784	ribosomal protein S26 pseudogene 13			19123937
36992	ribosomal protein S26 pseudogene 14			19123937
35680	ribosomal protein S26 pseudogene 15			19123937
35557	ribosomal protein S26 pseudogene 16			19123937
36681	ribosomal protein S26 pseudogene 17			19123937
35782	ribosomal protein S26 pseudogene 18			19123937
36377	ribosomal protein S26 pseudogene 19			19123937
36485	ribosomal protein S26 pseudogene 20			19123937
36469	ribosomal protein S26 pseudogene 21			19123937
36261	ribosomal protein S26 pseudogene 22			19123937
36332	ribosomal protein S26 pseudogene 23			19123937
36917	ribosomal protein S26 pseudogene 24			19123937
35730	ribosomal protein S26 pseudogene 25			19123937
36029	ribosomal protein S26 pseudogene 26			19123937
35636	ribosomal protein S26 pseudogene 27			19123937
36149	ribosomal protein S26 pseudogene 28			19123937
36456	ribosomal protein S26 pseudogene 29			19123937
35574	ribosomal protein S26 pseudogene 30			19123937
36614	ribosomal protein S26 pseudogene 31			19123937
35753	ribosomal protein S26 pseudogene 32			19123937
36227	ribosomal protein S26 pseudogene 33			19123937
36894	ribosomal protein S26 pseudogene 34			19123937
36229	ribosomal protein S26 pseudogene 35			19123937
36561	ribosomal protein S26 pseudogene 36			19123937
36875	ribosomal protein S26 pseudogene 37			19123937
36406	ribosomal protein S26 pseudogene 38			19123937
36958	ribosomal protein S26 pseudogene 39			19123937
36906	ribosomal protein S26 pseudogene 40			19123937
36062	ribosomal protein S26 pseudogene 41			19123937
36243	ribosomal protein S26 pseudogene 42			19123937
36675	ribosomal protein S26 pseudogene 43			19123937
36927	ribosomal protein S26 pseudogene 44			19123937
36944	ribosomal protein S26 pseudogene 45			19123937
35807	ribosomal protein S26 pseudogene 46			19123937
36368	ribosomal protein S26 pseudogene 47			19123937
35519	ribosomal protein S26 pseudogene 48			19123937
35514	ribosomal protein S26 pseudogene 49			19123937
35615	ribosomal protein S26 pseudogene 50			19123937
36254	ribosomal protein S26 pseudogene 51			19123937
36863	ribosomal protein S26 pseudogene 52			19123937
35582	ribosomal protein S26 pseudogene 53			19123937
36868	ribosomal protein S26 pseudogene 54			19123937
36500	ribosomal protein S26 pseudogene 55			19123937
35858	ribosomal protein S26 pseudogene 56			19123937
36537	ribosomal protein S26 pseudogene 57			19123937
36571	ribosomal protein S26 pseudogene 58			19123937
10416	ribosomal protein S27	MPS-1, MPS1	"metallopanstimulin 1"	8908372, 8407955
10417	ribosomal protein S27a	UBCEP80, Uba80	"ubiquitin carboxyl extension protein 80"	9582194
17121	ribosomal protein S27a pseudogene 1	RPS27AP		10772958, 19123937
16572	ribosomal protein S27a pseudogene 2	dJ531H16.4		19123937
16538	ribosomal protein S27a pseudogene 3	bA332A4.3		19123937
19775	ribosomal protein S27a pseudogene 4			19123937
36867	ribosomal protein S27a pseudogene 5			19123937
36236	ribosomal protein S27a pseudogene 6			19123937
35735	ribosomal protein S27a pseudogene 7			19123937
36361	ribosomal protein S27a pseudogene 8			19123937
35630	ribosomal protein S27a pseudogene 9			19123937
36570	ribosomal protein S27a pseudogene 10			19123937
36126	ribosomal protein S27a pseudogene 11			19123937
35732	ribosomal protein S27a pseudogene 12			19123937
36667	ribosomal protein S27a pseudogene 13			19123937
36530	ribosomal protein S27a pseudogene 14			19123937
35817	ribosomal protein S27a pseudogene 15			19123937
36855	ribosomal protein S27a pseudogene 16			19123937
36877	ribosomal protein S27a pseudogene 17			19123937
18476	ribosomal protein S27-like			11042152
23740	ribosomal protein S27 pseudogene 1	bA108M11.3		19123937
31035	ribosomal protein S27 pseudogene 2	HsT16324		19123937
17445	ribosomal protein S27 pseudogene 3			19123937
16694	ribosomal protein S27 pseudogene 4			19123937
36734	ribosomal protein S27 pseudogene 5			19123937
36163	ribosomal protein S27 pseudogene 6			19123937
35622	ribosomal protein S27 pseudogene 7			19123937
36022	ribosomal protein S27 pseudogene 8			19123937
36964	ribosomal protein S27 pseudogene 9			19123937
35961	ribosomal protein S27 pseudogene 10			19123937
36014	ribosomal protein S27 pseudogene 11			19123937
35843	ribosomal protein S27 pseudogene 12			19123937
36203	ribosomal protein S27 pseudogene 13			19123937
35923	ribosomal protein S27 pseudogene 14			19123937
35863	ribosomal protein S27 pseudogene 15			19123937
36560	ribosomal protein S27 pseudogene 16			19123937
36291	ribosomal protein S27 pseudogene 17			19123937
36296	ribosomal protein S27 pseudogene 18			19123937
36094	ribosomal protein S27 pseudogene 19			19123937
36333	ribosomal protein S27 pseudogene 20			19123937
35826	ribosomal protein S27 pseudogene 21			19123937
36090	ribosomal protein S27 pseudogene 22			19123937
35716	ribosomal protein S27 pseudogene 23			19123937
37005	ribosomal protein S27 pseudogene 24			19123937
36020	ribosomal protein S27 pseudogene 25			19123937
36904	ribosomal protein S27 pseudogene 26			19123937
36043	ribosomal protein S27 pseudogene 27			19123937
36748	ribosomal protein S27 pseudogene 28			19123937
36516	ribosomal protein S27 pseudogene 29			19123937
10418	ribosomal protein S28		"40S ribosomal protein S28"	8415000, 9582194
23561	ribosomal protein S28 pseudogene 1			
36211	ribosomal protein S28 pseudogene 2			19123937
36589	ribosomal protein S28 pseudogene 3			19123937
36208	ribosomal protein S28 pseudogene 4			19123937
36802	ribosomal protein S28 pseudogene 5			19123937
36085	ribosomal protein S28 pseudogene 6			19123937
35787	ribosomal protein S28 pseudogene 7			19123937
36938	ribosomal protein S28 pseudogene 8			19123937
36193	ribosomal protein S28 pseudogene 9			19123937
10419	ribosomal protein S29			8781548, 7772601
19783	ribosomal protein S29 pseudogene 1			19123937
31083	ribosomal protein S29 pseudogene 2	HsT23291		19123937
